Model,Metric,Comparison,Mean,Lower,Upper
ElasticNet regression,AUROC value,S1 - S4,-0.009437694704049827,-0.051242211838006174,0.07346962616822428
ElasticNet regression,AUROC value,S1 - S5,-0.011297507788161956,-0.0612305295950156,0.07650311526479742
ElasticNet regression,AUROC value,S2 - S1,-0.0012040498442367675,-0.013302180685358286,0.006654984423676043
ElasticNet regression,AUROC value,S2 - S2,0.0,0.0,0.0
ElasticNet regression,AUROC value,S2 - S3,-0.008744548286604347,-0.04618380062305292,0.03372274143302174
ElasticNet regression,AUROC value,S2 - S4,-0.010641744548286597,-0.055973520249221094,0.06927570093457935
ElasticNet regression,AUROC value,S2 - S5,-0.01250155763239873,-0.06153426791277245,0.07059190031152644
ElasticNet regression,AUROC value,S3 - S1,0.007540498442367579,-0.03995716510903425,0.04168224299065406
ElasticNet regression,AUROC value,S3 - S2,0.008744548286604347,-0.033722741433021765,0.04618380062305289
ElasticNet regression,AUROC value,S3 - S3,0.0,0.0,0.0
ElasticNet regression,AUROC value,S3 - S4,-0.001897196261682248,-0.032803738317757125,0.0329828660436136
ElasticNet regression,AUROC value,S3 - S5,-0.0037570093457943788,-0.044556074766355175,0.040070093457943906
ElasticNet regression,AUROC value,S4 - S1,0.009437694704049827,-0.07346962616822439,0.05124221183800615
ElasticNet regression,AUROC value,S4 - S2,0.010641744548286597,-0.06927570093457945,0.05597352024922108
ElasticNet regression,AUROC value,S4 - S3,0.001897196261682248,-0.03298286604361364,0.03280373831775709
ElasticNet regression,AUROC value,S4 - S4,0.0,0.0,0.0
ElasticNet regression,AUROC value,S4 - S5,-0.0018598130841121308,-0.012788161993769438,0.00888629283489096
ElasticNet regression,AUROC value,S5 - S1,0.011297507788161956,-0.07650311526479753,0.06123052959501559
ElasticNet regression,AUROC value,S5 - S2,0.01250155763239873,-0.07059190031152651,0.06153426791277245
ElasticNet regression,AUROC value,S5 - S3,0.0037570093457943788,-0.04007009345794392,0.04455607476635512
ElasticNet regression,AUROC value,S5 - S4,0.0018598130841121308,-0.008886292834890962,0.012788161993769432
ElasticNet regression,AUROC value,S5 - S5,0.0,0.0,0.0
ElasticNet regression,Accuracy,S1 - S1,0.0,0.0,0.0
ElasticNet regression,Accuracy,S1 - S2,4.440892098500626e-18,-0.025906344410876136,0.01669184290030206
ElasticNet regression,Accuracy,S1 - S3,-0.005679758308157101,-0.048338368580060354,0.027190332326283984
ElasticNet regression,Accuracy,S1 - S4,-0.008368580060422962,-0.04690332326283987,0.028776435045317177
ElasticNet regression,Accuracy,S1 - S5,-0.009969788519637462,-0.05151057401812685,0.028776435045317236
ElasticNet regression,Accuracy,S2 - S1,-4.440892098500626e-18,-0.016691842900302088,0.02590634441087606
ElasticNet regression,Accuracy,S2 - S2,0.0,0.0,0.0
ElasticNet regression,Accuracy,S2 - S3,-0.005679758308157106,-0.04229607250755285,0.022734138972809615
ElasticNet regression,Accuracy,S2 - S4,-0.008368580060422966,-0.04229607250755285,0.022734138972809615
ElasticNet regression,Accuracy,S2 - S5,-0.009969788519637467,-0.04388217522658607,0.02416918429003018
ElasticNet regression,Accuracy,S3 - S1,0.005679758308157101,-0.027190332326283984,0.048338368580060354
ElasticNet regression,Accuracy,S3 - S2,0.005679758308157106,-0.022734138972809643,0.04229607250755285
ElasticNet regression,Accuracy,S3 - S3,0.0,0.0,0.0
ElasticNet regression,Accuracy,S3 - S4,-0.002688821752265861,-0.02114803625377643,0.015105740181268867
ElasticNet regression,Accuracy,S3 - S5,-0.004290030211480361,-0.024169184290030232,0.01669184290030206
ElasticNet regression,Accuracy,S4 - S1,0.008368580060422962,-0.028776435045317204,0.04690332326283985
ElasticNet regression,Accuracy,S4 - S2,0.008368580060422966,-0.022734138972809643,0.04229607250755285
ElasticNet regression,Accuracy,S4 - S3,0.002688821752265861,-0.015105740181268867,0.02114803625377643
ElasticNet regression,Accuracy,S4 - S4,0.0,0.0,0.0
ElasticNet regression,Accuracy,S4 - S5,-0.0016012084592145004,-0.012084592145015116,0.010649546827794558
ElasticNet regression,Accuracy,S5 - S1,0.009969788519637462,-0.02877643504531726,0.0515105740181268
ElasticNet regression,Accuracy,S5 - S2,0.009969788519637467,-0.02416918429003018,0.043882175226586044
ElasticNet regression,Accuracy,S5 - S3,0.004290030211480361,-0.016691842900302088,0.024169184290030232
ElasticNet regression,Accuracy,S5 - S4,0.0016012084592145004,-0.010649546827794584,0.012084592145015116
ElasticNet regression,Accuracy,S5 - S5,0.0,0.0,0.0
ElasticNet regression,NPV,S1 - S1,0.0,0.0,0.0
ElasticNet regression,NPV,S1 - S2,0.00017229737573585703,-0.0003366137545847941,0.0034711740325054723
ElasticNet regression,NPV,S1 - S3,0.00032834313757573177,-0.003915389082398535,0.006727743670246571
ElasticNet regression,NPV,S1 - S4,0.00020509326408939987,-0.006850568241793023,0.006699410532352695
ElasticNet regression,NPV,S1 - S5,5.402265793296279e-05,-0.006885294466168973,0.006588027805160309
ElasticNet regression,NPV,S2 - S1,-0.00017229737573585703,-0.0034711740325054723,0.00033661375458479285
ElasticNet regression,NPV,S2 - S2,0.0,0.0,0.0
ElasticNet regression,NPV,S2 - S3,0.00015604576183987474,-0.005658951334210526,0.006648189208238218
ElasticNet regression,NPV,S2 - S4,3.2795888353542854e-05,-0.007017407710919651,0.006804261686834179
ElasticNet regression,NPV,S2 - S5,-0.00011827471780289423,-0.007042727218997802,0.006714170169042098
ElasticNet regression,NPV,S3 - S1,-0.00032834313757573177,-0.006727743670246572,0.003915389082398531
ElasticNet regression,NPV,S3 - S2,-0.00015604576183987474,-0.00664818920823822,0.005658951334210505
ElasticNet regression,NPV,S3 - S3,0.0,0.0,0.0
ElasticNet regression,NPV,S3 - S4,-0.00012324987348633187,-0.0070012666175753024,0.006739651198588781
ElasticNet regression,NPV,S3 - S5,-0.00027432047964276896,-0.007042253521126751,0.006925282215917648
ElasticNet regression,NPV,S4 - S1,-0.00020509326408939987,-0.006699410532352695,0.006850568241793023
ElasticNet regression,NPV,S4 - S2,-3.2795888353542854e-05,-0.006804261686834179,0.007017407710919651
ElasticNet regression,NPV,S4 - S3,0.00012324987348633187,-0.006739651198588784,0.007001266617575302
ElasticNet regression,NPV,S4 - S4,0.0,0.0,0.0
ElasticNet regression,NPV,S4 - S5,-0.00015107060615643708,-0.0035210166177907813,0.0035475352112675964
ElasticNet regression,NPV,S5 - S1,-5.402265793296279e-05,-0.00658802780516031,0.0068852944661689725
ElasticNet regression,NPV,S5 - S2,0.00011827471780289423,-0.0067141701690421,0.007042727218997801
ElasticNet regression,NPV,S5 - S3,0.00027432047964276896,-0.00692528221591765,0.007042253521126751
ElasticNet regression,NPV,S5 - S4,0.00015107060615643708,-0.003547535211267597,0.0035210166177907813
ElasticNet regression,NPV,S5 - S5,0.0,0.0,0.0
ElasticNet regression,Precision,S1 - S1,0.0,0.0,0.0
ElasticNet regression,Precision,S1 - S2,0.00220080493270507,-0.0254486985472155,0.026991279069767393
ElasticNet regression,Precision,S1 - S3,-0.0038759556169852463,-0.06689674765146464,0.0544207262397509
ElasticNet regression,Precision,S1 - S4,-0.007546092892692749,-0.06840212264150942,0.05798045790934314
ElasticNet regression,Precision,S1 - S5,-0.010720640509647893,-0.06849104143337065,0.050890627064886944
ElasticNet regression,Precision,S2 - S1,-0.00220080493270507,-0.026991279069767428,0.025448698547215477
ElasticNet regression,Precision,S2 - S2,0.0,0.0,0.0
ElasticNet regression,Precision,S2 - S3,-0.006076760549690315,-0.06689674765146464,0.03598679695119739
ElasticNet regression,Precision,S2 - S4,-0.00974689782539782,-0.06394423558897244,0.0413255813953488
ElasticNet regression,Precision,S2 - S5,-0.012921445442352963,-0.06801509575198053,0.04205709102047547
ElasticNet regression,Precision,S3 - S1,0.0038759556169852463,-0.05442072623975095,0.06689674765146453
ElasticNet regression,Precision,S3 - S2,0.006076760549690315,-0.0359867969511975,0.06689674765146453
ElasticNet regression,Precision,S3 - S3,0.0,0.0,0.0
ElasticNet regression,Precision,S3 - S4,-0.003670137275707503,-0.04337453066332917,0.02723325062034736
ElasticNet regression,Precision,S3 - S5,-0.0068446848926626445,-0.04785259809119831,0.02992858232288566
ElasticNet regression,Precision,S4 - S1,0.007546092892692749,-0.0579804579093432,0.0684021226415094
ElasticNet regression,Precision,S4 - S2,0.00974689782539782,-0.04132558139534882,0.0639442355889724
ElasticNet regression,Precision,S4 - S3,0.003670137275707503,-0.027233250620347385,0.04337453066332916
ElasticNet regression,Precision,S4 - S4,0.0,0.0,0.0
ElasticNet regression,Precision,S4 - S5,-0.0031745476169551434,-0.030927471116816416,0.01736214209968185
ElasticNet regression,Precision,S5 - S1,0.010720640509647893,-0.05089062706488701,0.06849104143337062
ElasticNet regression,Precision,S5 - S2,0.012921445442352963,-0.04205709102047548,0.06801509575198053
ElasticNet regression,Precision,S5 - S3,0.0068446848926626445,-0.029928582322885682,0.04785259809119828
ElasticNet regression,Precision,S5 - S4,0.0031745476169551434,-0.01736214209968185,0.03092747111681631
ElasticNet regression,Precision,S5 - S5,0.0,0.0,0.0
ElasticNet regression,Sensitivity,S1 - S1,0.0,0.0,0.0
ElasticNet regression,Sensitivity,S1 - S2,0.005000000000000001,0.0,0.09999999999999998
ElasticNet regression,Sensitivity,S1 - S3,0.009999999999999997,-0.10000000000000009,0.20000000000000007
ElasticNet regression,Sensitivity,S1 - S4,0.0069999999999999975,-0.20000000000000007,0.20000000000000007
ElasticNet regression,Sensitivity,S1 - S5,0.002999999999999996,-0.20000000000000007,0.19999999999999996
ElasticNet regression,Sensitivity,S2 - S1,-0.005000000000000001,-0.09999999999999998,-0.0
ElasticNet regression,Sensitivity,S2 - S2,0.0,0.0,0.0
ElasticNet regression,Sensitivity,S2 - S3,0.0049999999999999975,-0.15250000000000008,0.20000000000000007
ElasticNet regression,Sensitivity,S2 - S4,0.001999999999999996,-0.20000000000000007,0.2
ElasticNet regression,Sensitivity,S2 - S5,-0.0020000000000000052,-0.20000000000000007,0.19999999999999996
ElasticNet regression,Sensitivity,S3 - S1,-0.009999999999999997,-0.20000000000000007,0.10000000000000009
ElasticNet regression,Sensitivity,S3 - S2,-0.0049999999999999975,-0.20000000000000007,0.15249999999999922
ElasticNet regression,Sensitivity,S3 - S3,0.0,0.0,0.0
ElasticNet regression,Sensitivity,S3 - S4,-0.0030000000000000014,-0.2,0.2
ElasticNet regression,Sensitivity,S3 - S5,-0.007000000000000003,-0.2,0.2
ElasticNet regression,Sensitivity,S4 - S1,-0.0069999999999999975,-0.20000000000000007,0.20000000000000007
ElasticNet regression,Sensitivity,S4 - S2,-0.001999999999999996,-0.2,0.20000000000000007
ElasticNet regression,Sensitivity,S4 - S3,0.0030000000000000014,-0.2,0.2
ElasticNet regression,Sensitivity,S4 - S4,0.0,0.0,0.0
ElasticNet regression,Sensitivity,S4 - S5,-0.004000000000000001,-0.10000000000000003,0.09999999999999998
ElasticNet regression,Sensitivity,S5 - S1,-0.002999999999999996,-0.19999999999999996,0.20000000000000007
ElasticNet regression,Sensitivity,S5 - S2,0.0020000000000000052,-0.19999999999999996,0.20000000000000007
ElasticNet regression,Sensitivity,S5 - S3,0.007000000000000003,-0.2,0.2
ElasticNet regression,Sensitivity,S5 - S4,0.004000000000000001,-0.09999999999999998,0.10000000000000003
ElasticNet regression,Sensitivity,S5 - S5,0.0,0.0,0.0
ElasticNet regression,Specificity,S1 - S1,0.0,0.0,0.0
ElasticNet regression,Specificity,S1 - S2,-0.00015576323987538941,-0.026713395638629286,0.017211838006230506
ElasticNet regression,Specificity,S1 - S3,-0.006168224299065422,-0.049844236760124616,0.028037383177570097
ElasticNet regression,Specificity,S1 - S4,-0.00884735202492212,-0.049844236760124616,0.031152647975077885
ElasticNet regression,Specificity,S1 - S5,-0.010373831775700938,-0.05459501557632399,0.02967289719626166
ElasticNet regression,Specificity,S2 - S1,0.00015576323987538941,-0.01721183800623053,0.026713395638629206
ElasticNet regression,Specificity,S2 - S2,0.0,0.0,0.0
ElasticNet regression,Specificity,S2 - S3,-0.0060124610591900315,-0.04361370716510904,0.02180685358255452
ElasticNet regression,Specificity,S2 - S4,-0.008691588785046729,-0.04213395638629284,0.023442367601246083
ElasticNet regression,Specificity,S2 - S5,-0.010218068535825546,-0.046884735202492214,0.024922118380062308
ElasticNet regression,Specificity,S3 - S1,0.006168224299065422,-0.028037383177570097,0.049844236760124616
ElasticNet regression,Specificity,S3 - S2,0.0060124610591900315,-0.02180685358255452,0.04361370716510904
ElasticNet regression,Specificity,S3 - S3,0.0,0.0,0.0
ElasticNet regression,Specificity,S3 - S4,-0.002679127725856698,-0.02180685358255452,0.015576323987538943
ElasticNet regression,Specificity,S3 - S5,-0.004205607476635514,-0.026557632398753896,0.017211838006230506
ElasticNet regression,Specificity,S4 - S1,0.00884735202492212,-0.031152647975077885,0.049844236760124616
ElasticNet regression,Specificity,S4 - S2,0.008691588785046729,-0.023442367601246107,0.04213395638629281
ElasticNet regression,Specificity,S4 - S3,0.002679127725856698,-0.015576323987538943,0.02180685358255452
ElasticNet regression,Specificity,S4 - S4,0.0,0.0,0.0
ElasticNet regression,Specificity,S4 - S5,-0.0015264797507788164,-0.012461059190031154,0.010981308411214929
ElasticNet regression,Specificity,S5 - S1,0.010373831775700938,-0.029672897196261684,0.054595015576323964
ElasticNet regression,Specificity,S5 - S2,0.010218068535825546,-0.024922118380062308,0.046884735202492166
